https://item.jd.com/100003671694.html,4389.00,戴尔灵越14燃 英特尔酷睿i5 14英寸轻薄窄边框笔记本电脑(i5-8265U 8G 256G MX250 2G独显 背光键盘)冰河银,12万+条评价
https://item.jd.com/100005853638.html,4299.00,小米(MI)RedmiBook 14英寸全金属超轻薄笔记本电脑(第八代英特尔酷睿i5-8265U 8G 512G SSD MX250 2G独显 Office 支持手环疾速解锁 Win10) 银,23万+条评价
https://item.jd.com/100000612187.html,7299.00,联想(Lenovo)拯救者Y7000英特尔酷睿i7 15.6英寸高色域游戏笔记本电脑(i7-8750H 8G 512G GTX1060 72%NTSC黑),9.6万+条评价
https://item.jd.com/100004364088.html,4299.00,小米 (MI)Ruby 2019款 15.6英寸金属轻薄笔记本电脑(第八代英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰,23万+条评价
https://item.jd.com/100003671692.html,5089.00,戴尔灵越14燃 14英寸英特尔酷睿i7轻薄窄边框笔记本电脑(i7-8565U 8G 256G MX250 2G独显 背光键盘)冰河银,12万+条评价
https://item.jd.com/100001118686.html,4488.00,宏碁(Acer)蜂鸟Swift3英特尔酷睿i5微边框金属轻薄本14英寸笔记本电脑SF314(8G 128GSSD+1T MX150 IPS)小超银,2.2万+条评价
https://item.jd.com/5225346.html,5999.00,Apple Macbook Air 13.3 | Core i5 8G 128G SSD 苹果笔记本电脑 轻薄本 银色 MQD32CH/A,17万+条评价
https://item.jd.com/8596169.html,2999.00,"京品电脑
联想ThinkPad E480（2XCD）英特尔酷睿i3 14英寸轻薄窄边框笔记本电脑（i3-7020U 4G 500G FHD Win10）银",7万+条评价
https://item.jd.com/100005724692.html,7089.00,戴尔DELL游匣G3 15.6英寸轻薄游戏笔记本电脑(九代i7-9750H 8G双通道 512GSSD GTX1660TiMQ 6G IPS 72色域),15万+条评价
https://item.jd.com/100002928171.html,4299.00,荣耀MagicBook 2019 14英寸轻薄窄边框笔记本电脑（AMD锐龙5 3500U 8G 512G FHD IPS 指纹解锁）冰河银,39万+条评价
https://item.jd.com/7382138.html,3999.00,联想（Lenovo）威6 英特尔酷睿 i5 14英寸商务轻薄笔记本电脑(i5-8250U 8G 256G FHD IPS MX150 2G独显 Win10 扬天定制两年上门)灰,5.9万+条评价
https://item.jd.com/7219093.html,4655.00,宏碁(Acer)暗影骑士3英特尔酷睿i5游戏本 15.6英寸笔记本电脑AN5(8G 128G SSD+1T GTX1050 4G IPS 背光键盘),1.8万+条评价
https://item.jd.com/100004742560.html,3999.00,华为(HUAWEI) MateBook E 2019款12英寸全连接轻薄二合一笔记本平板电脑（ 钛金灰 高通骁龙850 8G 256G）,2.5万+条评价
https://item.jd.com/100002749461.html,5099.00,"京品电脑
联想ThinkPad 翼480（4VCD）英特尔酷睿i5 14英寸轻薄窄边框笔记本电脑（i5-8250U 8G 128GSSD+1T 2G独显 FHD高清显示屏）冰原银",18万+条评价
https://item.jd.com/6076609.html,6299.00,"京品电脑
联想ThinkPad 翼480（1ACD）英特尔酷睿i7 14英寸轻薄窄边框笔记本电脑（i7-8550U 8G 128GSSD+1T 2G独显 高清显示屏）冰原银",18万+条评价
https://item.jd.com/100004881946.html,3999.00,联想（Lenovo）威6 英特尔酷睿 i5 14英寸商务轻薄笔记本电脑(i5-8250U 8G 256G 2G独显 FHD IPS Win10 正版office 扬天定制两年上门)渣渣灰,5.9万+条评价
https://item.jd.com/100005322602.html,5589.00,戴尔DELL游匣G3 英特尔酷睿i5 15.6英寸轻薄游戏笔记本电脑(九代i5-9300H 8G双通道 128GSSD 1T GTX1650 4G),15万+条评价
https://item.jd.com/31986358349.html,7199.00,宏碁（acer） 【官方旗舰店】蜂鸟Swift5 14英寸超薄轻薄便携学生商务办公宏基手提电脑 尊贵蓝72%色域IPS高清 版i5-8250U/8G/512G SSD,200+条评价
https://item.jd.com/100003520023.html,4999.00,小米(MI)RedmiBook 14英寸全金属超轻薄笔记本电脑(第八代英特尔酷睿i7-8565U 8G 512G SSD MX250 2G独显 Office 支持手环疾速解锁 Win10) 银,23万+条评价
https://item.jd.com/6072622.html,4999.00,"京品电脑
联想ThinkPad 翼480（0VCD）英特尔酷睿i5 14英寸轻薄笔记本电脑（i5-8250U 8G 128GSSD+500G 2G独显）冰原银",18万+条评价
https://item.jd.com/100003501617.html,3499.00,联想(Lenovo)340C英特尔酷睿i315.6英寸轻薄窄边框笔记本电脑(i3-8145U 8G 256G PCIE SSD 正版office)追梦银,8.5万+条评价
https://item.jd.com/100003489121.html,4299.00,"京品电脑
联想ThinkPad E480（53CD）14英寸轻薄窄边框笔记本电脑（i5-7200U 8G 500G 2G独显 FHD Win10）银",7万+条评价
https://item.jd.com/100003052761.html,6059.00,机械革命(MECHREVO)Z2 Air i7 15.6英寸轻薄游戏笔记本电脑(i7-9750H 8G 512G SSD GTX1650 72%高色域）,2.8万+条评价
https://item.jd.com/100003169097.html,5799.00,宏碁(Acer)暗影骑士4 英特尔酷睿i5游戏本15.6英寸72%NTSC微边框笔记本电脑AN5(8G 512GPCIe GTX1650 4G IPS),1.8万+条评价
https://item.jd.com/100004918526.html,7039.00,机械革命(MECHREVO)X3 i7 17.3英寸游戏笔记本电脑(i7-9750H 8G 512G PCIE GTX1660Ti 72%高色域),2.8万+条评价
https://item.jd.com/100005853636.html,3999.00,小米(MI)RedmiBook 14英寸全金属超轻薄笔记本电脑(第八代英特尔酷睿i5-8265U 8G 256G SSD MX250 2G独显 Office 支持手环疾速解锁 Win10) 银,23万+条评价
https://item.jd.com/100003296825.html,4179.00,机械革命（MECHREVO）S1 Pro 英特尔酷睿i5 14英寸窄边框轻薄笔记本电脑 i5-8265U 8G 512GSSD MX250 灰,2.6万+条评价
https://item.jd.com/100005011366.html,6799.00,华硕(ASUS)飞行堡垒7九代英特尔酷睿i7 15.6英寸游戏笔记本电脑(i7-9750H 8G 512SSD GTX1650 120Hz)金属电竞,6.5万+条评价
https://item.jd.com/100006255464.html,8999.00,联想(Lenovo)拯救者Y7000 2019英特尔酷睿i7 15.6英寸游戏笔记本电脑(i7-9750H16G 1TSSD GTX1660Ti 72%NTSC),9.6万+条评价
https://item.jd.com/100002407758.html,4459.00,华硕a豆(adol) 英特尔酷睿i5 13.3英寸四面窄边框轻薄笔记本电脑(i5-8265U 8G 256GSSD MX150 IPS)玫瑰金,3.1万+条评价
https://item.jd.com/6544045.html,20999.00,联想ThinkPad X1 Carbon 2018（05CD）英特尔酷睿i7 14英寸轻薄笔记本电脑（i7-8550U 16G 1TSSD WQHD Win10Pro）黑色,2万+条评价
https://item.jd.com/100005724690.html,5699.00,联想(Lenovo)拯救者Y70002019英特尔酷睿i5 15.6英寸游戏笔记本电脑(i5-9300H 8G 512G SSD GTX1050 3G IPS),9.6万+条评价
